Nom de l'offre touristique;Type d'offre;Adresse1;Adresse1Suite;Adresse partie 2;Adresse partie 3;Code postal;Bureau distributeur de l'adresse postale;Commune du lieu de visite;Cedex;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Code Embed pour intégrer une vidéo;Type de plateforme/url;Widget tripadvisor;Secteur d'activité;Labels;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Groupe accepté: oui / non;Nombre personnes max pour les groupes;Nombre personnes min pour les groupes;Langues parlées à l'accueil;Appellation pour les vins;Dégustations gratuites: oui / non;Salle équipée pour dégustation: oui / non;Vente à la propriété: oui / non;Durée de visite pour les individuels;Durée de visite pour les groupes;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Visites libres proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langue(s) parlée(s) pendant les visites;Visites libres proposées aux individuels en permanence: oui / non;Les offres proposées;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarif gratuit : oui / non;Tarif;Modes de paiement acceptés;localisation;departement
La belle-iloise - La Turballe;Produits du terroir (boutique);;;23 quai Saint-Paul;;44420;;LA TURBALLE;;44211;47.3485;-2.51272;;;02 40 23 07 03;;contact@labelleiloise.fr;https://www.labelleiloise.fr;;;;;Agriculture / horticulture / Pêche;;;oui;;;;;;;;;;;;;;;;;;;;;;02/01/2025||31/12/2025||||||10:00||12:30||||||10:00||12:30||||||10:00||12:30||||||10:00||12:30||||||10:00||12:30||||||10:00||12:30||||||10:00||12:30||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.3485, -2.51272;Loire-Atlantique
Atelier Maroline;Bijou,Maroquinerie;;;23 rue d'Anjou;Montjean-sur-Loire;49570;;MAUGES-SUR-LOIRE;;49244;47.3870928;-0.8623667;;06 44 04 04 16;;;info@atelier-maroline.com;https://www.atelier-maroline.com/;;;Facebook||https://www.facebook.com/AtelierCuirMaroline/,Instagram||https://www.instagram.com/atelier.maroline/;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;Français;non;;;;;||||https://www.atelier-maroline.com/||||;non;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.3870928, -0.8623667;Maine-et-Loire
Domaine des Hauts Sentiers du Vignoble Roux;Vins;;;23 rue des Moulins;;49700;;LES ULMES;;49359;47.224558;-0.179163;;;02 41 38 34 68;;scea.rouxfils@wanadoo.fr;https://scearoux.wixsite.com/vignobleroux2;;;;;Viticulture;;;;;;;;Français;"Saumur;Saumur Blanc;Saumur Rouge";;;oui;;;;;;;;;;;;;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;Chèques bancaires et postaux,Espèces;47.224558, -0.179163;Maine-et-Loire
Le Paludier - Maison Bourdic;;;;23 rue Saint-Michel;Intra-muros;44350;;GUERANDE;;44069;47.32746;-2.42778;;;09 71 59 14 89;;boutique@lepaludier.com;http://www.lepaludier.com/;;;;;Activités de la mer;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.32746, -2.42778;Loire-Atlantique
Damien Cornet;;;;24 rue du Bran;;44160;;CROSSAC;;44050;47.41443;-2.17302;;06 65 76 29 06;;;;;;;;;Agro-alimentaire;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.41443, -2.17302;Loire-Atlantique
Ô SAVEURS BAUGEOISES;Biscuit,Brioche et viennoiserie,Café,Confiserie / chocolat,Confiture,Cosmétique,Epices / Condiment,Escargot,Foie gras,Fromage et produit laitier,Fruits / légumes,Glace,Huile,Pain / Pâtisserie,Poisson,Produits apicoles,Produits cidricoles / Jus de fruit,Produits du terroir (boutique),Rillettes,Sel,Spiritueux,Spiruline,Viande,Vins,Volailles / Oeufs;;;25 rue Basse;Baugé;49150;;BAUGE-EN-ANJOU;;49018;47.5419782;-0.1038599;;;02 41 89 33 97;;osaveursbaugeoises@orange.fr;;;;Facebook||https://www.facebook.com/osaveursbaugeoises/;;Agro-alimentaire;;;non;Sauf exception;;;;Anglais,Français;"Anjou Blanc;Anjou Rouge;Anjou Villages;Bourgueil;Cabernet d'Anjou;Crémant de Loire;Rosé de Loire;Saint Nicolas de Bourgueil;Saumur Brut;Saumur Rosé";;;;;;;;;;;;Français;;;oui;;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant,Virement;47.5419782, -0.1038599;Maine-et-Loire
Maison Prunier;Rillettes;;;25 rue de la Jatterie;;72160;;CONNERRE;;72090;48.0562189;0.49306632;;;02 43 76 30 00;;;;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0562189, 0.49306632;Sarthe
LE VINOTIER;Epices / Condiment,Foie gras,Spiritueux,Vins;;;276 Avenue de l'Europe;;44240;;SUCE-SUR-ERDRE;;44201;47.342199;-1.5303377;;;;;fabien@le-vinotier.fr;;;;Facebook||https://www.facebook.com/levinotier;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;47.342199, -1.5303377;Loire-Atlantique
Atelier Art en Ciel;Peinture;;;3 chemin du Parc de la Tonnelle;;44350;;GUERANDE;;44069;47.32396;-2.43586;;06 88 52 65 99;02 40 24 72 69;;viviann44@live.fr;http://viviann.free.fr/;;;;;Artisanat / Art;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.32396, -2.43586;Loire-Atlantique
Jojo's Dough;Biscuit,Brioche et viennoiserie,Pain / Pâtisserie;;;3 rue Vannetaise;Intra-muros;44350;;GUERANDE;;44069;47.32897;-2.42962;;;06 77 58 95 62;;;https://jojosdough.fr/;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.32897, -2.42962;Loire-Atlantique
Tasca d'Avo;;;;3 rue Vannetaise;Intra-Muros;44350;;GUERANDE;;44069;47.32897;-2.42962;;;02 40 53 79 35;;contact@tascadavo.fr;https://tasca-davo-guerande.eatbu.com/?lang=fr#;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.32897, -2.42962;Loire-Atlantique
DOMAINE DE HAUT-MONT;Vins;;;31, Domaine Du Haut Mont;FAYE D'ANJOU;49380;;BELLEVIGNE-EN-LAYON;;49345;47.300486;-0.5407129;;06 73 11 24 52;02 41 54 02 55;;robin.pichery@wanadoo.fr;;;;;;Viticulture;Haute valeur environnementale (HVE),Vigneron Indépendant;;;;;;;;"Anjou Blanc;Anjou Fines Bulles;Anjou Rouge;Anjou Villages;Bonnezeaux;Cabernet d'Anjou;Coteaux du Layon;Rosé d'Anjou;Rosé de Loire";oui;oui;oui;;;;;;;;;Français;;;oui;;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.300486, -0.5407129;Maine-et-Loire
Maison Moine;Décoration d'intérieur;;;37 rue du Portail Louis;;49400;;SAUMUR;;49328;47.258312;-0.078693;;;02 41 51 24 20;;maisonmoine@gmail.com;http://www.tapissierdecorateur-brunomoine.com/;;;Facebook||https://www.facebook.com/maisonmoine49/,Google+||https://maps.google.com/?cid=17758744921598481828,Instagram||https://www.instagram.com/maisonmoine;;Artisanat / Art;;;oui;;;;;Anglais,Français;;;;;;;;;;;;;;;;;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;non;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.258312, -0.078693;Maine-et-Loire
LA CAVE DE L'ERDRE;Bières,Biscuit,Confiserie / chocolat,Confiture,Foie gras,Sel,Spiritueux,Vins;;;38 rue de l'Erdre;;44390;;NORT-SUR-ERDRE;;44110;47.4405702;-1.4980406;;;02 40 72 13 13;02 40 72 22 04;cave.erdre@wanadoo.fr;http://www.lacavedelerdre.fr/;;;Google+||http://www.petitfute.com/adresse/etablissement/id/554199/la-cave-de-l-erdre-produits-gourmands-vins-vins-alcools-caves-maisons-des-vins-nort-sur-erdre;;Viticulture;;;;;;;;Anglais,Français;"Coteaux d'Ancenis;Coteaux du Loir;Fiefs Vendéens;Gros Plant du Pays Nantais;Muscadet;Muscadet Coteaux de la Loire;Muscadet Côtes de Grandlieu;Muscadet Sèvre-et-Maine";oui;oui;oui;;;non;;;;;;Français,Anglais;;;oui;;Marzelière Jean-Philippe||02 40 72 13 13||;;;;;Cartes bancaires,Chèques bancaires et postaux;47.4405702, -1.4980406;Loire-Atlantique
BIOCINELLE;Biscuit,Confiture,Cosmétique,Epices / Condiment,Fromage et produit laitier,Fruits / légumes,Huile,Pain / Pâtisserie,Produits apicoles,Produits cidricoles / Jus de fruit,Produits du terroir (boutique),Salaisons;;;39 rue de Nantes;;44130;;BLAIN;;44015;47.4748936;-1.758049;;;02 40 87 51 99;;;http://biocinelle.biocoop.net;;;;;Agro-alimentaire;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;47.4748936, -1.758049;Loire-Atlantique
Atelier Rev d'intérieur;;;;4 rue du Taillis;Bouzaire;44350;;GUERANDE;;44069;47.36483;-2.37934;;;06 62 03 86 92;;contact@tapissier-decorateur-guerande.fr;https://www.tapissier-decorateur-guerande.fr/;;;;;Artisanat / Art;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.36483, -2.37934;Loire-Atlantique
Atelier de poterie Terre Citron;Céramique, faïence, émail;;;48 rue de Charost;;44150;;ANCENIS-SAINT-GEREON;;44003;47.36542;-1.1795;;07 68 23 26 89;;;contact@terrecitron.fr;https://terrecitron.fr/;;;Instagram||https://www.instagram.com/terre_citron/;;"Artisanat / Art;Loisirs et activités";;;;;;;;;;;;oui;;;;;;;;;;;Proposition clientèle||FMAPDL044V51FCQ7;;;Coline Gigout||07 68 23 26 89||contact@terrecitron.fr;;;oui;;;47.36542, -1.1795;Loire-Atlantique
PAYSANNE BOULANGÈRE ADELE LEGOUX;Pain / Pâtisserie;;;5 Lieu-dit La Fiolière;;44650;;CORCOUE-SUR-LOGNE;;44156;46.95757;-1.5874;;06 07 49 07 03;;;adelelegoux@gmail.com;;;;;;Agro-alimentaire;;;;;;;;Français;;;;oui;;;;;;;;;;;Partenariat||FMAPDL044V50S4FU;oui;;;;;;;;46.95757, -1.5874;Loire-Atlantique
EARL Famille Bouin;Vins;;;5 Lieu-dit La Haute Recivière;;44330;;MOUZILLON;;44108;47.1221003;-1.2624879;;06 31 18 24 05;02 40 36 35 97;;domainedebeaurepaire@orange.fr;http://www.domaine-de-beaurepaire.com/;;;;;Viticulture;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;47.1221003, -1.2624879;Loire-Atlantique
ANNE COULON - CÉRAMISTE;Céramique, faïence, émail;;;5 place du Cardinal Dubois;;72120;;SAINT-CALAIS;;72269;47.9214474;0.7454238;;06 70 78 04 66;02 43 35 20 90;;coulon-anne@neuf.fr;www.annecoulon.fr;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9214474, 0.7454238;Sarthe
La Ferme du Mès;;;;5 Route de Gras;;44350;;GUERANDE;;44069;47.37619;-2.36143;;06 71 47 46 50;07 86 17 42 62;;grasjean@hotmail.fr;;;;;;Agro-alimentaire;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.37619, -2.36143;Loire-Atlantique
L'Atelier Createrre;Poterie;;;5 rue du puits neuf;;49400;;SAUMUR;;49328;47.259153;-0.075142;;;06 72 47 37 20;;lateliercreaterre@gmail.com;https://lateliercreaterre.fr/;;;;;Artisanat / Art;;;;;;;;Français;;;;;;;;;;;;;;;;;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;non;;;47.259153, -0.075142;Maine-et-Loire
DOMAINE LES TROIS TOITS;;;;51 Rue du Champ de Pie;;44120;;VERTOU;;44215;47.17564;-1.43993;;;;;;;;;;;Viticulture;Caves touristiques vignoble de Loire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.17564, -1.43993;Loire-Atlantique
Lily en vrac;Biscuit,Brioche et viennoiserie,Confiserie / chocolat,Confiture,Pain / Pâtisserie,Produits cidricoles / Jus de fruit,Produits du terroir (boutique),Spiritueux,Vins;;;6 bis Place du Vieux Marché;Intra-muros;44350;;GUERANDE;;44069;47.32786;-2.42821;;;06 20 67 82 87;;lilyenvrac@gmail.com;http://www.lilyenvrac.fr/;;;;;Viticulture;;;oui;;;;;;;;;;;;;;;;;;;;;;||||||||||||||||09:00||18:00||||||09:00||18:00||||||12:00||18:00||||||09:00||18:00||||||09:00||18:00||||||||||||;;;;;;;47.32786, -2.42821;Loire-Atlantique
Miels Girard,  la Maison des Abeilles;Produits apicoles;;;6 route de Saumur;;49390;;LA BREILLE-LES-PINS;;49045;47.339918;0.064938;;;02 41 52 02 85;;girard-miel@wanadoo.fr;https://www.miel-girard.com/;;;Facebook||https://www.facebook.com/GirardMiel,Instagram||https://www.instagram.com/miels.girard/;;Agro-alimentaire;;;oui;;;;;Anglais,Français;;;;;90min;90min;oui;oui;oui;;;oui;Français;oui;;;01/01/2024||31/12/2024||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||https://boutique.ot-saumur.fr/billetteries-visites/visites-pedagogiques/visite-de-la-miellerie-girard||||||;oui;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.339918, 0.064938;Maine-et-Loire
La belle-iloise - Guérande;Produits du terroir (boutique);;;6 rue Saint-Michel;Intra-muros;44350;;GUERANDE;;44069;47.32762;-2.42869;;;02 40 24 56 59;;contact@labelleiloise.fr;http://www.labelleiloise.fr;;;;;Agriculture / horticulture / Pêche;;;oui;;;;;;;;;;;;;;;;;;;;;;||||||||10:00||12:30||15:00||18:30||10:00||12:30||15:00||18:30||10:00||12:30||15:00||18:30||10:00||12:30||15:00||18:30||10:00||12:30||15:00||18:30||09:30||12:30||||||10:00||12:30||15:00||18:30;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.32762, -2.42869;Loire-Atlantique
LA FERME DÉTRY;Fruits / légumes;;;60 avenue de Lorraine;;44550;;MONTOIR-DE-BRETAGNE;;44103;47.33317;-2.15169;;06 87 06 30 20;;;detrydavid@gmail.com;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.33317, -2.15169;Loire-Atlantique
SUEZ - ACTIVITÉ EAU - STATION D'EPURATION DE TOUGAS DE L'AGGLOMERATION NANTAISE;Eau;;;64 Quai Émile Cormerais;;44800;;SAINT-HERBLAIN;;44162;47.19677;-1.6295;;;;;communication.grandouest@suez.com;https://www.suez.com/fr;;;;;Assainissement et traitement des déchets;Visitez nos entreprises;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.19677, -1.6295;Loire-Atlantique
Biscuiterie La Trinitaine;Bières,Biscuit,Confiserie / chocolat,Epices / Condiment,Fruits / légumes,Fruits de mer,Pain / Pâtisserie,Produits apicoles,Produits cidricoles / Jus de fruit,Produits du terroir (boutique),Sel,Spiritueux,Vins;;;68 Avenue du Général de Gaulle;;44500;;LA BAULE-ESCOUBLAC;;44055;47.28426;-2.39174;;;02 40 11 38 61;;contact@latrinitaine.com;https://www.latrinitaine.com;;;;;"Activités de la mer;Viticulture";;;non;;;;;;;;;;;;;;oui;;;;;oui;;;;;;;;;Cartes bancaires,Espèces;47.28426, -2.39174;Loire-Atlantique
Brasserie Artisanale des Mauges - La Rombière;Bières;;;69 rue de la Lime;BEAUPREAU;49600;;BEAUPREAU-EN-MAUGES;;49023;47.2086198;-0.9970669;;06 09 35 72 11;02 41 85 54 26;partenaire ôsezMauges 23;brasserie@larombiere.com;https://www.larombiere.com/;;;Facebook||https://www.facebook.com/larombiere/;;Agro-alimentaire;;;;;;;;;;;oui;oui;;;oui;oui;;;;;;;;oui;01/01/2025||31/12/2025||||||||||||||12:00||14:00||||||12:00||14:00||16:30||21:30||12:00||14:00||16:30||22:30||12:00||14:00||16:00||22:30||10:00||13:00||16:00||22:30||||||||;LA ROMBIERE||02 41 85 54 26||brasserie@larombiere.com;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.2086198, -0.9970669;Maine-et-Loire
L'Instant Divin;Art de la table,Biscuit,Confiserie / chocolat,Epices / Condiment;;;7 bis Rue de la Maladrerie;Beaufort-en-Vallée;49250;;BEAUFORT-EN-ANJOU;;49021;47.4396662;-0.2149888;;;02 41 47 21 28;;linstantdivin.49@gmail.com;linstant-divin.fr;;;Facebook||https://www.facebook.com/DelicieuxInstants/;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;Français;;;oui;;;;;oui;;Cartes bancaires;47.4396662, -0.2149888;Maine-et-Loire
L'EPICERIE DE FONTAINE-DANIEL;Bières,Cosmétique,Fromage et produit laitier,Fruits / légumes,Pain / Pâtisserie,Produits apicoles,Produits cidricoles / Jus de fruit,Produits du terroir (boutique),Produits monastiques,Spiritueux,Vins;;;7 Rue de Fontaine Daniel;;53100;;SAINT-GEORGES-BUTTAVENT;;53219;48.309281;-0.695051;;;02 43 04 44 07;;contact@lepicerie.org;http://www.lepicerie.org;https://www.facebook.com/lepiceriecooperativefontainedaniel/videos/401154710894635;;Facebook||https://www.facebook.com/lepiceriecooperativefontainedaniel,Instagram||https://www.instagram.com/lepiceriedefontainedaniel/;;"Agro-alimentaire;Artisanat / Art";;;;;;;;Anglais;;;;non;;;;;;;;;;;;oui;||||||||09:30||13:00||14:30||19:00||||||||||09:30||13:00||14:30||19:00||09:30||13:00||14:30||19:00||09:30||13:00||14:30||19:00||09:30||13:00||14:30||19:00||09:30||13:00||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.309281, -0.695051;Mayenne
Bijoux Ultreïa!;Bijou;;;7 rue de la mairie;;49730;;TURQUANT;;49358;47.223323;0.027933;;;06 89 97 36 89;;sylvie.naulin@gmail.com;;;;Facebook||https://www.facebook.com/Bijoux-Ultreia-271827289623231/;;Artisanat / Art;;;oui;;;;;Anglais,Français;;;;;;;;;;;;;;;;;01/03/2025||27/12/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;non;;Cartes bancaires,Espèces;47.223323, 0.027933;Maine-et-Loire
FERME DU PONT TOURNANT;Viande;;;7, route des rivières;;44320;;FROSSAY;;44061;47.26108;-1.92214;;;06 23 01 85 60;;gdp44ventealaferme@outlook.fr;;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chèques bancaires et postaux,Espèces;47.26108, -1.92214;Loire-Atlantique
Les rdv créatifs de Nath;Décoration d'intérieur;;;750 Boulevard Pasteur;;44150;;ANCENIS-SAINT-GEREON;;44003;47.373482;-1.176833;;06 80 22 34 00;;;lesrdvcreatifsdenath@hotmail.com;;;;Facebook||https://www.facebook.com/lesrdvcreatifsdenath/,Instagram||https://www.instagram.com/lesrdvcreatifsde/;;Loisirs et activités;;;;;;;;Français;;;;;;;;;;;;;;;;oui;||||||||||||14:00||17:00||||||14:00||17:00||||||14:00||17:00||||||14:00||17:00||||||14:00||17:00||||||14:00||17:00||||||||;;;;;;Cartes bancaires;47.373482, -1.176833;Loire-Atlantique
La boutique by Laval Tourisme;Art de la table,Bières,Bijou,Biscuit,Céramique, faïence, émail,Confiserie / chocolat,Confiture,Cosmétique,Décoration d'intérieur,Epices / Condiment,Jouet et jeu,Maroquinerie,Plantes et fleurs,Poterie,Produits cidricoles / Jus de fruit,Produits du terroir (boutique),Rillettes,Textile / Habillement / Chaussure;;;84 Avenue Robert Buron;;53000;;LAVAL;;53130;48.07444;-0.76213;;;02 43 49 46 46;;info@laval-tourisme.com;;;;;;;;;;;;;;Anglais;;;;;;;;;;;;;;;;oui;||||||||09:30||13:00||14:00||18:00||||||14:00||18:00||09:30||13:00||14:00||18:00||09:30||13:00||14:00||18:00||09:30||13:00||14:00||18:00||09:30||13:00||14:00||18:00||||||||;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;48.07444, -0.76213;Mayenne
CREATIONS CERAMIQUES - ANNE LAURE FLOËSSEL;Céramique, faïence, émail;;;845 route des Carriots -La petite rieu;Montpollin;49150;;BAUGE-EN-ANJOU;;49018;47.5911466;-0.1074738;;06 09 76 46 48;;;alfoessel@ceramiquealafolie.com;http://www.ceramiquealafolie.com;;;Facebook||https://www.facebook.com/Alfoesselceramique-a-la-folie-103200878497924;;Artisanat / Art;;;non;;;;;;;;;;;;;;;;;;Français;;;oui;01/01/2025||31/12/2025||sur rendez-vous||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.5911466, -0.1074738;Maine-et-Loire
L'Atelier du Sel;Epices / Condiment;;;9 Impasse du Bréniguen;PA du Mès;44350;;SAINT-MOLF;;44183;47.38948;-2.4326;;06 72 54 27 22;06 78 62 74 84;;contact@latelierdusel.fr;https://leseldeguerande.fr/;;;;;Activités de la mer;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.38948, -2.4326;Loire-Atlantique
LE BAUGEOIS D'ANJOU;Pain / Pâtisserie;;;Baugé;Baugé;49150;;BAUGE-EN-ANJOU;;49018;47.5410397;-0.1012308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;47.5410397, -0.1012308;Maine-et-Loire
LA FERME DES BECS A GRAINS;Elevage,Foie gras,Rillettes,Viande,Volailles / Oeufs;;;BEAUTRAIT;;44170;;LA GRIGONNAIS;;44224;47.523289;-1.6860225;;06 62 19 61 05;;;fermebecsagrains@gmail.com;;;;Facebook||https://www.facebook.com/La-Ferme-des-Becs-%C3%A0-Grains-1522065051186475/;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;oui;;;;oui;;;;oui;;;;;;;;;;;;47.523289, -1.6860225;Loire-Atlantique
Domaine de l'Ours Bleu;Vins;;;Domaine de Chaumont;;49730;;MONTSOREAU;;49219;47.218417;0.050819;;;06 50 80 69 39;;ldob.chaumont@gmail.com;https://domaine-ours-bleu.fr;;;Facebook||https://www.facebook.com/domainedeloursbleu;;Viticulture;Agriculture Biologique (AB);;oui;;;;;Français;"Saumur;Saumur Blanc;Saumur Champigny;Saumur Rosé;Saumur Rouge";;;oui;;;;;;;;;;;;;01/01/2024||31/12/2024||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.218417, 0.050819;Maine-et-Loire
Le Prieuré de la Dive;Fruits / légumes,Produits apicoles,Vins;;;Fosse Bellay;;49700;;CIZAY-LA-MADELEINE;;49100;47.182896;-0.166541;;;02 41 67 00 72;;anneclaire@prieuredeladive.fr;http://prieuredeladive.fr/;;;Facebook||https://fr-fr.facebook.com/leprieuredeladive/;;"Agro-alimentaire;Viticulture";Agriculture Biologique (AB);;;;;;;Français;"Saumur;Saumur Blanc;Saumur Rosé;Saumur Rouge";;;oui;;;;;;;;;;;;;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;non;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.182896, -0.166541;Maine-et-Loire
LES VERGERS DU GUILLAUMAI;Fruits / légumes;;;Guillaumai;LA POMMERAYE;49620;;MAUGES-SUR-LOIRE;;49244;47.3268849;-0.8636918;;;02 41 43 53 85;;jcbore@wanadoo.fr;;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;non;||||||||||||||||||||||||09:00||12:30||||||09:00||||||17:30||09:00||12:30||||||||||||||||||||;;;;;;;47.3268849, -0.8636918;Maine-et-Loire
Maison Sébastien Briault;;;;Kercredi;;44350;;GUERANDE;;44069;47.34336;-2.44122;;;06 95 28 25 28;;maisonsebastienbriault@gmail.com;;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.34336, -2.44122;Loire-Atlantique
Ferme de la Blanchetière;Fromage et produit laitier;;;La Blanchetière;Belligné;44370;;LOIREAUXENCE;;44213;47.4857961;-1.0649166;;;02 40 96 83 16;;chevres.blanchetiere@orange.fr;http://www.lablanchetiere.fr;;;Facebook||https://www.facebook.com/GaecDeLaBlanchetiere/;;"Agriculture / horticulture / Pêche;Loisirs et activités";Agriculture Biologique (AB);;;;;;;;;non;oui;oui;1h30;1h30;non;;;oui;non;;Français;;;oui;||||||||||||||||09:00||11:00||||||09:00||11:00||||||09:00||11:00||||||09:00||11:00||15:00||19:30||09:00||11:00||||||||||||;;;;oui;Tarif indiv. adulte||||||à partir de 13 ans.,Tarif indiv. enfant||||||de 6 à 12 ans inclus.;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.4857961, -1.0649166;Loire-Atlantique
BOEUF DE LA BODINIÈRE;Viande;;;La Bodinière;Ampoigné;53200;;PREE-D'ANJOU;;53124;47.826894;-0.849337;;;02 43 70 05 49;;;;;;Facebook||https://www.facebook.com/Ferme-La-Bodini%C3%A8re-104208274566573;;"Agriculture / horticulture / Pêche;Agro-alimentaire";Bienvenue à la Ferme;;;;;;;;;;;oui;;;;;;;;;;;;oui;;;;;;;;47.826894, -0.849337;Mayenne
Earl Picoti;Volailles / Oeufs;;;La Bouillonnaie;;44540;;VALLONS-DE-L'ERDRE;;44180;47.5407168;-1.2200132;;;02 41 92 83 27;;earl.picoti@gmail.com;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;47.5407168, -1.2200132;Loire-Atlantique
Jacques Bodineau - éleveur bovin;Viande;;;La Galotiniere;LIRE;49530;;OREE D'ANJOU;;49069;47.315743;-1.171531;;06 72 05 96 85;;;;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;oui;02/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.315743, -1.171531;Maine-et-Loire
Les Serres Pinoises;Fruits / légumes,Plantes et fleurs,Produits du terroir (boutique);;;La Lande du Bourg;;44540;;LE PIN;;44124;47.5943055;-1.1369835;;06 77 68 34 85;;;lsp.lepin.44@gmail.com;https://www.les-serres-pinoises44.fr/;;;Facebook||https://www.facebook.com/les.serres.pinoises;;Agriculture / horticulture / Pêche;;;;;;;;;;;;oui;;;;;;;;;;;;oui;||||||||09:00||12:00||14:30||18:00||||||||||09:00||12:00||14:30||18:00||09:00||12:00||14:30||18:00||09:00||12:00||14:30||18:00||09:00||12:30||||||||||||;;;;;;;47.5943055, -1.1369835;Loire-Atlantique
LA CAVERNE AUX PLANTES;Plantes et fleurs;;;La Noe Guy;;44119;;GRANDCHAMP-DES-FONTAINES;;44066;47.372596;-1.597864;;;0228300254;;histoiredejardin@hotmail.fr;https://www.artopierrepaysage.fr/;;;Facebook||https://www.facebook.com/La-caverne-aux-plantes-112038413762450/;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.372596, -1.597864;Loire-Atlantique
